Australian Bureau of Statistics,,,,,,,,,,,,
1270055006C123 Local Government Area 2011 to Remoteness Area 2011,,,,,,,,,,,,
Released at 11.30am (Canberra time) 31 January 2013,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
LGA_CODE_2011,LGA_NAME_2011,RA_CODE_2011,RA_NAME_2011,RATIO,PERCENTAGE,,,,,,,
56230,Murray (S),51,Inner Regional Australia,0.5002872,50.02872,,,,,,,
56300,Nannup (S),52,Outer Regional Australia,0.9999984,99.9998414,,,,,,,
56370,Narembeen (S),53,Remote Australia,1,100,,,,,,,
56450,Narrogin (S),52,Outer Regional Australia,1,100,,,,,,,
56520,Narrogin (T),52,Outer Regional Australia,1,100,,,,,,,
56580,Nedlands (C),50,Major Cities of Australia,1,100,,,,,,,
56620,Ngaanyatjarraku (S),54,Very Remote Australia,1,100,,,,,,,
56730,Northam (S),51,Inner Regional Australia,1,100,,,,,,,
56790,Northampton (S),52,Outer Regional Australia,0.359037,35.9037,,,,,,,
56790,Northampton (S),53,Remote Australia,0.640309,64.0308961,,,,,,,
56790,Northampton (S),54,Very Remote Australia,0.000654,0.0654039,,,,,,,
56860,Nungarin (S),53,Remote Australia,1,100,,,,,,,
56930,Peppermint Grove (S),50,Major Cities of Australia,1,100,,,,,,,
57000,Perenjori (S),53,Remote Australia,1,100,,,,,,,
57080,Perth (C),50,Major Cities of Australia,1,100,,,,,,,
57140,Pingelly (S),52,Outer Regional Australia,1,100,,,,,,,
57210,Plantagenet (S),52,Outer Regional Australia,1,100,,,,,,,
57280,Port Hedland (T),53,Remote Australia,0.9155724,91.5572385,,,,,,,
57280,Port Hedland (T),54,Very Remote Australia,0.0844276,8.4427615,,,,,,,
57350,Quairading (S),52,Outer Regional Australia,1,100,,,,,,,
57420,Ravensthorpe (S),54,Very Remote Australia,0.9999935,99.9993481,,,,,,,
57490,Rockingham (C),50,Major Cities of Australia,0.9918176,99.1817592,,,,,,,
57490,Rockingham (C),51,Inner Regional Australia,0.0081824,0.8182408,,,,,,,
57560,Roebourne (S),53,Remote Australia,0.9250877,92.5087672,,,,,,,
57560,Roebourne (S),54,Very Remote Australia,0.0749123,7.4912328,,,,,,,
57630,Sandstone (S),54,Very Remote Australia,1,100,,,,,,,
57700,Serpentine-Jarrahdale (S),50,Major Cities of Australia,0.7490356,74.9035622,,,,,,,
57700,Serpentine-Jarrahdale (S),51,Inner Regional Australia,0.2509644,25.0964378,,,,,,,
57770,Shark Bay (S),54,Very Remote Australia,1,100,,,,,,,
57840,South Perth (C),50,Major Cities of Australia,1,100,,,,,,,
57910,Stirling (C),50,Major Cities of Australia,1,100,,,,,,,
57980,Subiaco (C),50,Major Cities of Australia,1,100,,,,,,,
58050,Swan (C),50,Major Cities of Australia,0.9200632,92.0063192,,,,,,,
58050,Swan (C),51,Inner Regional Australia,0.0799368,7.9936808,,,,,,,
58190,Tammin (S),52,Outer Regional Australia,1,100,,,,,,,
58260,Three Springs (S),53,Remote Australia,1,100,,,,,,,
58330,Toodyay (S),51,Inner Regional Australia,0.9312354,93.123538,,,,,,,
58330,Toodyay (S),52,Outer Regional Australia,0.0687646,6.876462,,,,,,,
58400,Trayning (S),53,Remote Australia,1,100,,,,,,,
58470,Upper Gascoyne (S),54,Very Remote Australia,1,100,,,,,,,
58510,Victoria Park (T),50,Major Cities of Australia,1,100,,,,,,,
58540,Victoria Plains (S),52,Outer Regional Australia,1,100,,,,,,,
58570,Vincent (T),50,Major Cities of Australia,1,100,,,,,,,
58610,Wagin (S),52,Outer Regional Australia,1,100,,,,,,,
58680,Wandering (S),52,Outer Regional Australia,1,100,,,,,,,
58760,Wanneroo (C),50,Major Cities of Australia,0.9524845,95.2484546,,,,,,,
58760,Wanneroo (C),51,Inner Regional Australia,0.0475155,4.7515454,,,,,,,
58820,Waroona (S),51,Inner Regional Australia,1,100,,,,,,,
58890,West Arthur (S),52,Outer Regional Australia,1,100,,,,,,,
59030,Westonia (S),53,Remote Australia,1,100,,,,,,,
59100,Wickepin (S),52,Outer Regional Australia,0.7422405,74.2240466,,,,,,,
59100,Wickepin (S),53,Remote Australia,0.2577595,25.7759534,,,,,,,
59170,Williams (S),52,Outer Regional Australia,1,100,,,,,,,
59250,Wiluna (S),54,Very Remote Australia,1,100,,,,,,,
59310,Wongan-Ballidu (S),52,Outer Regional Australia,0.7879537,78.7953709,,,,,,,
59310,Wongan-Ballidu (S),53,Remote Australia,0.2120463,21.2046291,,,,,,,
59320,Woodanilling (S),52,Outer Regional Australia,1,100,,,,,,,
59330,Wyalkatchem (S),52,Outer Regional Australia,1,100,,,,,,,
59340,Wyndham-East Kimberley (S),53,Remote Australia,0.7083939,70.8393913,,,,,,,
59340,Wyndham-East Kimberley (S),54,Very Remote Australia,0.2916061,29.1606087,,,,,,,
59350,Yalgoo (S),54,Very Remote Australia,1,100,,,,,,,
59360,Yilgarn (S),53,Remote Australia,1,100,,,,,,,
59370,York (S),51,Inner Regional Australia,1,100,,,,,,,
60210,Break O'Day (M),62,Outer Regional Australia,0.9778198,97.7819846,,,,,,,
60210,Break O'Day (M),63,Remote Australia,0.0221802,2.2180154,,,,,,,
60410,Brighton (M),61,Inner Regional Australia,1,100,,,,,,,
60610,Burnie (C),62,Outer Regional Australia,1,100,,,,,,,
60810,Central Coast (M),62,Outer Regional Australia,1,100,,,,,,,
61010,Central Highlands (M),62,Outer Regional Australia,0.8668483,86.6848265,,,,,,,
61010,Central Highlands (M),63,Remote Australia,0.1331517,13.3151735,,,,,,,
61210,Circular Head (M),62,Outer Regional Australia,0.9093724,90.9372449,,,,,,,
61210,Circular Head (M),63,Remote Australia,0.0906276,9.0627551,,,,,,,
61410,Clarence (C),61,Inner Regional Australia,0.9478873,94.7887287,,,,,,,
61410,Clarence (C),62,Outer Regional Australia,0.0521127,5.2112713,,,,,,,
61510,Derwent Valley (M),61,Inner Regional Australia,0.8498822,84.9882179,,,,,,,
61510,Derwent Valley (M),62,Outer Regional Australia,0.1495995,14.9599495,,,,,,,
61510,Derwent Valley (M),63,Remote Australia,0.0005183,0.0518327,,,,,,,
61610,Devonport (C),61,Inner Regional Australia,0.9319548,93.1954768,,,,,,,
61610,Devonport (C),62,Outer Regional Australia,0.0680452,6.8045232,,,,,,,
61810,Dorset (M),62,Outer Regional Australia,0.999999,99.9998974,,,,,,,
62010,Flinders (M),64,Very Remote Australia,1,100,,,,,,,
62210,George Town (M),62,Outer Regional Australia,1,100,,,,,,,
62410,Glamorgan/Spring Bay (M),62,Outer Regional Australia,0.4737663,47.3766276,,,,,,,
62410,Glamorgan/Spring Bay (M),63,Remote Australia,0.5262337,52.6233724,,,,,,,
62610,Glenorchy (C),61,Inner Regional Australia,1,100,,,,,,,
62810,Hobart (C),61,Inner Regional Australia,1,100,,,,,,,
63010,Huon Valley (M),62,Outer Regional Australia,0.9999943,99.9994253,,,,,,,
63210,Kentish (M),62,Outer Regional Australia,1,100,,,,,,,
63410,King Island (M),64,Very Remote Australia,1,100,,,,,,,
63610,Kingborough (M),61,Inner Regional Australia,0.9174424,91.7442437,,,,,,,
63610,Kingborough (M),62,Outer Regional Australia,0.0825576,8.2557563,,,,,,,
63810,Latrobe (M),62,Outer Regional Australia,1,100,,,,,,,
64010,Launceston (C),61,Inner Regional Australia,0.9556102,95.5610244,,,,,,,
64010,Launceston (C),62,Outer Regional Australia,0.0443898,4.4389756,,,,,,,
64210,Meander Valley (M),61,Inner Regional Australia,0.5023277,50.2327701,,,,,,,
64210,Meander Valley (M),62,Outer Regional Australia,0.4976723,49.7672299,,,,,,,
64610,Northern Midlands (M),61,Inner Regional Australia,0.6547413,65.4741258,,,,,,,
64610,Northern Midlands (M),62,Outer Regional Australia,0.3452587,34.5258742,,,,,,,
64810,Sorell (M),61,Inner Regional Australia,0.8012685,80.1268508,,,,,,,
64810,Sorell (M),62,Outer Regional Australia,0.1987315,19.8731492,,,,,,,
65010,Southern Midlands (M),61,Inner Regional Australia,0.230487,23.0487043,,,,,,,
65010,Southern Midlands (M),62,Outer Regional Australia,0.769513,76.9512957,,,,,,,
65210,Tasman (M),62,Outer Regional Australia,1,100,,,,,,,
65410,Waratah/Wynyard (M),62,Outer Regional Australia,1,100,,,,,,,
65610,West Coast (M),63,Remote Australia,1,100,,,,,,,
65810,West Tamar (M),61,Inner Regional Australia,0.6450769,64.5076944,,,,,,,
65810,West Tamar (M),62,Outer Regional Australia,0.3549231,35.4923056,,,,,,,
70200,Alice Springs (T),73,Remote Australia,1,100,,,,,,,
70420,Barkly (S),74,Very Remote Australia,1,100,,,,,,,
70540,Belyuen (S),73,Remote Australia,1,100,,,,,,,
70620,Central Desert (S),74,Very Remote Australia,1,100,,,,,,,
70700,Coomalie (S),73,Remote Australia,1,100,,,,,,,
71000,Darwin (C),72,Outer Regional Australia,1,100,,,,,,,
71300,East Arnhem (S),74,Very Remote Australia,1,100,,,,,,,
72200,Katherine (T),73,Remote Australia,1,100,,,,,,,
72300,Litchfield (M),72,Outer Regional Australia,1,100,,,,,,,
72330,MacDonnell (S),73,Remote Australia,0.3611704,36.1170401,,,,,,,
72330,MacDonnell (S),74,Very Remote Australia,0.6388296,63.8829599,,,,,,,
72800,Palmerston (C),72,Outer Regional Australia,1,100,,,,,,,
73600,Roper Gulf (S),73,Remote Australia,0.0039209,0.392087,,,,,,,
73600,Roper Gulf (S),74,Very Remote Australia,0.9960791,99.607913,,,,,,,
74050,Tiwi Islands (S),73,Remote Australia,0.5938691,59.3869072,,,,,,,
74050,Tiwi Islands (S),74,Very Remote Australia,0.4061309,40.6130928,,,,,,,
74500,Victoria-Daly (S),73,Remote Australia,0.0706773,7.0677275,,,,,,,
74500,Victoria-Daly (S),74,Very Remote Australia,0.9293227,92.9322725,,,,,,,
74560,Wagait (S),73,Remote Australia,1,100,,,,,,,
74660,West Arnhem (S),73,Remote Australia,0.2443182,24.4318172,,,,,,,
74660,West Arnhem (S),74,Very Remote Australia,0.7556818,75.5681828,,,,,,,
79399,Unincorporated NT,72,Outer Regional Australia,0.1201007,12.0100725,,,,,,,
79399,Unincorporated NT,73,Remote Australia,0.1524141,15.241413,,,,,,,
79399,Unincorporated NT,74,Very Remote Australia,0.7274851,72.7485145,,,,,,,
89399,Unincorporated ACT,80,Major Cities of Australia,0.9983566,99.8356599,,,,,,,
89399,Unincorporated ACT,81,Inner Regional Australia,0.0016434,0.1643401,,,,,,,
99399,Unincorp. Other Territories,91,Inner Regional Australia,0.1262876,12.6287631,,,,,,,
99399,Unincorp. Other Territories,94,Very Remote Australia,0.8737124,87.3712369,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
© Commonwealth of Australia 2013,,,,,,,,,,,,
